Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Position,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,ATT,YDS,Y/A,TD,SACKS,ATT.1,YDS.1,TD.1,FL,20+,TGT,REC,Y/R
52.0,Justice Hill (BAL),,,,,,,,10.0,44.2,4.4,10.3%,RB,,,,71.0,,,,,,,,,18.0,93,5.2,2.0,,,169.0,1.0,0.0,1.0,27.0,21.0,8.0
53.0,Brian Robinson Jr. (SF),,,,,,,,12.0,44.1,3.7,44.7%,RB,,,,19.0,,,,,,,,,64.0,302,4.7,2.0,,,19.0,0.0,0.0,0.0,10.0,7.0,2.7
54.0,Blake Corum (LAR),,,,,,,,11.0,41.1,3.7,16.5%,RB,,,,21.0,,,,,,,,,82.0,341,4.2,1.0,,,10.0,0.0,0.0,1.0,10.0,5.0,2.0
55.0,Dylan Sampson (CLE),,,,,,,,11.0,40.4,3.7,12.0%,RB,,,,26.0,,,,,,,,,38.0,89,2.3,0.0,,,195.0,2.0,0.0,1.0,28.0,23.0,8.5
56.0,Jeremy McNichols (WAS),,,,,,,,11.0,39.0,3.5,1.8%,RB,,,,60.0,,,,,,,,,26.0,181,7.0,1.0,,,149.0,0.0,0.0,1.0,20.0,15.0,9.9
57.0,Ollie Gordon II (MIA),,,,,,,,11.0,37.4,3.4,10.0%,RB,,,,20.0,,,,,,,,,50.0,164,3.3,2.0,,,30.0,1.0,0.0,1.0,8.0,6.0,5.0
58.0,Ty Johnson (BUF),,,,,,,,11.0,37.1,3.4,4.2%,RB,,,,17.0,,,,,,,,,21.0,90,4.3,1.0,,,161.0,1.0,0.0,0.0,16.0,11.0,14.6
59.0,Tyjae Spears (TEN),,,,,,,,7.0,36.7,5.2,41.5%,RB,,,,41.0,,,,,,,,,37.0,159,4.3,1.0,,,148.0,0.0,0.0,1.0,24.0,22.0,6.7
60.0,Emari Demercado (ARI),,,,,,,,9.0,34.5,3.8,13.9%,RB,,,,71.0,,,,,,,,,31.0,241,7.8,0.0,,,64.0,1.0,1.0,2.0,12.0,8.0,8.0
61.0,Michael Carter (ARI),,,,,,,,7.0,32.4,4.6,8.3%,RB,,,,11.0,,,,,,,,,45.0,135,3.0,1.0,,,129.0,0.0,0.0,0.0,22.0,17.0,7.6
62.0,Samaje Perine (CIN),,,,,,,,10.0,30.2,3.0,3.1%,RB,,,,32.0,,,,,,,,,46.0,237,5.2,1.0,,,45.0,0.0,2.0,2.0,11.0,9.0,5.0
63.0,Kendre Miller (NO),,,,,,,,7.0,28.3,4.0,4.0%,RB,,,,18.0,,,,,,,,,47.0,193,4.1,1.0,,,30.0,0.0,0.0,0.0,5.0,5.0,6.0
64.0,Isaiah Davis (NYJ),,,,,,,,11.0,27.5,2.5,7.1%,RB,,,,50.0,,,,,,,,,26.0,137,5.3,0.0,,,118.0,0.0,0.0,1.0,21.0,15.0,7.9
65.0,Keaton Mitchell (BAL),,,,,,,,8.0,26.9,3.4,5.6%,RB,,,,25.0,,,,,,,,,25.0,153,6.1,1.0,,,56.0,0.0,0.0,2.0,9.0,7.0,8.0
66.0,James Conner (ARI),,,,,,,,4.0,25.3,6.3,46.5%,RB,,,,12.0,,,,,,,,,32.0,95,3.0,1.0,,,38.0,1.0,0.0,0.0,9.0,8.0,4.8
67.0,Brashard Smith (KC),,,,,,,,12.0,24.8,2.1,5.2%,RB,,,,8.0,,,,,,,,,29.0,87,3.0,0.0,,,161.0,0.0,0.0,0.0,26.0,19.0,8.5
68.0,Trey Benson (ARI),,,,,,,,5.0,22.4,4.5,65.1%,RB,,,,52.0,,,,,,,,,29.0,160,5.5,0.0,,,64.0,0.0,0.0,2.0,16.0,13.0,4.9
69.0,Kyle Juszczyk (SF),,,,,,,,12.0,21.7,1.8,0.8%,RB,,,,0.0,,,,,,,,,2.0,-3,-1.5,0.0,,,160.0,1.0,0.0,0.0,21.0,18.0,8.9
70.0,Antonio Gibson (NE),,,,,,,,5.0,21.2,4.2,1.3%,RB,,,,21.0,,,,,,,,,25.0,106,4.2,1.0,,,6.0,0.0,1.0,1.0,3.0,2.0,3.0
71.0,George Holani (SEA),,,,,,,,10.0,18.8,1.9,0.1%,RB,,,,9.0,,,,,,,,,22.0,73,3.3,1.0,,,15.0,0.0,1.0,0.0,2.0,2.0,7.5
72.0,Miles Sanders (DAL),,,,,,,,4.0,18.7,4.7,1.5%,RB,,,,49.0,,,,,,,,,20.0,117,5.9,1.0,,,30.0,0.0,1.0,1.0,8.0,8.0,3.8
73.0,Zavier Scott (MIN),,,,,,,,6.0,18.2,3.0,0.6%,RB,,,,11.0,,,,,,,,,21.0,69,3.3,0.0,,,73.0,1.0,1.0,0.0,12.0,10.0,7.3
74.0,Ray Davis (BUF),,,,,,,,11.0,18.2,1.7,7.0%,RB,,,,8.0,,,,,,,,,24.0,44,1.8,0.0,,,18.0,1.0,0.0,0.0,7.0,4.0,4.5
75.0,Tank Bigsby (PHI),,,,,,,,10.0,17.5,1.8,33.9%,RB,,,,29.0,,,,,,,,,23.0,176,7.7,0.0,,,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0
76.0,Malik Davis (DAL),,,,,,,,6.0,15.7,2.6,0.7%,RB,,,,43.0,,,,,,,,,13.0,97,7.5,1.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0
77.0,Raheem Mostert (LV),,,,,,,,8.0,15.5,1.9,2.2%,RB,,,,37.0,,,,,,,,,20.0,92,4.6,0.0,,,63.0,0.0,0.0,1.0,9.0,9.0,7.0
78.0,Jerome Ford (CLE),,,,,,,,11.0,14.9,1.4,20.4%,RB,,,,12.0,,,,,,,,,24.0,73,3.0,0.0,,,76.0,0.0,0.0,0.0,26.0,21.0,3.6
79.0,Terrell Jennings (NE),,,,,,,,5.0,14.2,2.8,1.9%,RB,,,,11.0,,,,,,,,,23.0,73,3.2,1.0,,,9.0,0.0,0.0,0.0,1.0,1.0,9.0
80.0,Hunter Luepke (DAL),,,,,,,,11.0,13.6,1.2,0.6%,RB,,,,6.0,,,,,,,,,3.0,13,4.3,0.0,,,63.0,1.0,0.0,0.0,9.0,8.0,7.9
81.0,Braelon Allen (NYJ),,,,,,,,4.0,13.3,3.3,10.6%,RB,,,,15.0,,,,,,,,,18.0,76,4.2,1.0,,,17.0,0.0,1.0,0.0,3.0,2.0,8.5
82.0,Ameer Abdullah (IND),,,,,,,,7.0,13.0,1.9,0.7%,RB,,,,14.0,,,,,,,,,8.0,40,5.0,1.0,,,30.0,0.0,0.0,0.0,6.0,5.0,6.0
83.0,Devin Neal (NO),,,,,,,,6.0,12.5,2.1,51.2%,RB,,,,14.0,,,,,,,,,17.0,61,3.6,0.0,,,64.0,0.0,0.0,0.0,14.0,12.0,5.3
84.0,LeQuint Allen Jr. (JAC),,,,,,,,11.0,11.1,1.0,0.6%,RB,,,,12.0,,,,,,,,,14.0,70,5.0,0.0,,,41.0,0.0,0.0,0.0,8.0,7.0,5.9
85.0,Chris Brooks (GB),,,,,,,,12.0,9.9,0.8,2.8%,RB,,,,10.0,,,,,,,,,11.0,31,2.8,0.0,,,68.0,0.0,0.0,0.0,12.0,10.0,6.8
86.0,Brittain Brown (FA),,,,,,,,1.0,9.7,9.7,0.7%,RB,,,,22.0,,,,,,,,,5.0,37,7.4,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0
87.0,Tyler Badie (DEN),,,,,,,,10.0,9.6,1.0,0.9%,RB,,,,6.0,,,,,,,,,2.0,9,4.5,0.0,,,87.0,0.0,0.0,0.0,19.0,11.0,7.9
88.0,Najee Harris (LAC),,,,,,,,3.0,8.6,2.9,7.4%,RB,,,,7.0,,,,,,,,,15.0,61,4.1,0.0,,,25.0,0.0,0.0,0.0,3.0,3.0,8.3
89.0,Trevor Etienne (CAR),,,,,,,,12.0,8.3,0.7,1.2%,RB,,,,22.0,,,,,,,,,20.0,94,4.7,0.0,,,9.0,0.0,1.0,1.0,2.0,2.0,4.5
90.0,Austin Ekeler (WAS),,,,,,,,3.0,8.1,2.7,32.6%,RB,,,,6.0,,,,,,,,,14.0,43,3.1,0.0,,,38.0,0.0,0.0,0.0,7.0,5.0,7.6
91.0,Jaret Patterson (LAC),,,,,,,,3.0,7.5,2.5,0.7%,RB,,,,9.0,,,,,,,,,21.0,75,3.6,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,Jaleel McLaughlin (DEN),,,,,,,,2.0,7.4,3.7,2.7%,RB,,,,5.0,,,,,,,,,7.0,19,2.7,1.0,,,-5.0,0.0,0.0,0.0,2.0,1.0,-5.0
93.0,Will Shipley (PHI),,,,,,,,9.0,7.3,0.8,2.6%,RB,,,,20.0,,,,,,,,,11.0,45,4.1,0.0,,,28.0,0.0,0.0,1.0,6.0,4.0,7.0
94.0,Cam Akers (SEA),,,,,,,,2.0,7.2,3.6,0.7%,RB,,,,14.0,,,,,,,,,5.0,19,3.8,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95.0,Jaydon Blue (DAL),,,,,,,,4.0,7.0,1.8,7.4%,RB,,,,14.0,,,,,,,,,22.0,65,3.0,0.0,,,5.0,0.0,0.0,0.0,1.0,1.0,5.0
96.0,Kaleb Johnson (PIT),,,,,,,,7.0,6.7,1.0,15.5%,RB,,,,9.0,,,,,,,,,22.0,58,2.6,0.0,,,9.0,0.0,0.0,0.0,2.0,1.0,9.0
97.0,DJ Giddens (IND),,,,,,,,7.0,6.6,0.9,1.8%,RB,,,,12.0,,,,,,,,,18.0,66,3.7,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0
98.0,Raheim Sanders (CLE),,,,,,,,2.0,6.3,3.2,1.0%,RB,,,,2.0,,,,,,,,,3.0,3,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,Kene Nwangwu (NYJ),,,,,,,,6.0,6.0,1.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,A.J. Dillon (PHI),,,,,,,,6.0,5.8,1.0,1.3%,RB,,,,11.0,,,,,,,,,12.0,60,5.0,0.0,,,18.0,0.0,1.0,0.0,2.0,2.0,9.0
101.0,Jaylen Wright (MIA),,,,,,,,5.0,4.9,1.0,2.5%,RB,,,,18.0,,,,,,,,,15.0,49,3.3,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
102.0,Adam Prentice (DEN),,,,,,,,11.0,4.8,0.4,0.0%,RB,,,,8.0,,,,,,,,,4.0,17,4.3,0.0,,,31.0,0.0,0.0,0.0,5.0,3.0,10.3
103.0,Alec Ingold (MIA),,,,,,,,11.0,4.5,0.4,0.6%,RB,,,,6.0,,,,,,,,,2.0,9,4.5,0.0,,,36.0,0.0,0.0,0.0,7.0,5.0,7.2
104.0,Zamir White (LV),,,,,,,,3.0,4.4,1.5,0.9%,RB,,,,9.0,,,,,,,,,10.0,25,2.5,0.0,,,19.0,0.0,0.0,0.0,5.0,3.0,6.3
105.0,Hassan Haskins (LAC),,,,,,,,9.0,4.3,0.5,1.8%,RB,,,,10.0,,,,,,,,,12.0,30,2.5,0.0,,,13.0,0.0,0.0,0.0,4.0,4.0,3.3
106.0,Nathan Carter (ATL),,,,,,,,3.0,4.0,1.3,0.0%,RB,,,,12.0,,,,,,,,,9.0,60,6.7,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107.0,Julius Chestnut (TEN),,,,,,,,11.0,3.9,0.4,1.1%,RB,,,,27.0,,,,,,,,,10.0,39,3.9,0.0,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0
108.0,Rasheen Ali (BAL),,,,,,,,10.0,3.7,0.4,0.6%,RB,,,,9.0,,,,,,,,,5.0,22,4.4,0.0,,,15.0,0.0,0.0,0.0,1.0,1.0,15.0
109.0,Dare Ogunbowale (HOU),,,,,,,,11.0,3.4,0.3,0.6%,RB,,,,9.0,,,,,,,,,3.0,18,6.0,0.0,,,36.0,0.0,1.0,0.0,6.0,5.0,7.2
110.0,Tahj Brooks (CIN),,,,,,,,9.0,2.8,0.3,1.4%,RB,,,,7.0,,,,,,,,,9.0,28,3.1,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
111.0,Dameon Pierce (KC),,,,,,,,4.0,2.6,0.7,2.8%,RB,,,,10.0,,,,,,,,,10.0,26,2.6,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112.0,Dylan Laube (LV),,,,,,,,11.0,2.3,0.2,0.6%,RB,,,,2.0,,,,,,,,,5.0,5,1.0,0.0,,,18.0,0.0,0.0,0.0,4.0,3.0,6.0
113.0,Clyde Edwards-Helaire (KC),,,,,,,,2.0,2.2,1.1,0.6%,RB,,,,7.0,,,,,,,,,7.0,13,1.9,0.0,,,9.0,0.0,0.0,0.0,2.0,2.0,4.5
114.0,Tyler Goodson (IND),,,,,,,,6.0,2.0,0.3,0.7%,RB,,,,4.0,,,,,,,,,5.0,12,2.4,0.0,,,8.0,0.0,0.0,0.0,3.0,2.0,4.0
115.0,Jacardia Wright (SEA),,,,,,,,1.0,2.0,2.0,0.0%,RB,,,,10.0,,,,,,,,,5.0,20,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,Roschon Johnson (CHI),,,,,,,,6.0,1.7,0.3,1.7%,RB,,,,11.0,,,,,,,,,2.0,17,8.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,British Brooks (HOU),,,,,,,,7.0,1.5,0.2,0.0%,RB,,,,9.0,,,,,,,,,4.0,15,3.8,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,Josh Williams (TB),,,,,,,,2.0,1.1,0.6,0.0%,RB,,,,4.0,,,,,,,,,4.0,11,2.8,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,Jacob Saylors (DET),,,,,,,,9.0,1.1,0.1,0.1%,RB,,,,9.0,,,,,,,,,2.0,11,5.5,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,Amar Johnson (LAC),,,,,,,,1.0,0.8,0.8,0.0%,RB,,,,6.0,,,,,,,,,2.0,8,4.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121.0,D'Ernest Johnson (NE),,,,,,,,3.0,0.7,0.2,1.0%,RB,,,,5.0,,,,,,,,,5.0,7,1.4,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,Owen Wright (TB),,,,,,,,3.0,0.6,0.2,0.0%,RB,,,,4.0,,,,,,,,,3.0,6,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,C.J. Ham (MIN),,,,,,,,5.0,0.5,0.1,0.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,5.0,0.0,0.0,0.0,1.0,1.0,5.0
124.0,Craig Reynolds (NE),,,,,,,,6.0,0.4,0.1,0.6%,RB,,,,3.0,,,,,,,,,3.0,4,1.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,Sione Vaki (DET),,,,,,,,4.0,0.4,0.1,1.1%,RB,,,,4.0,,,,,,,,,1.0,4,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,Patrick Ricard (BAL),,,,,,,,6.0,0.3,0.1,0.8%,RB,,,,3.0,,,,,,,,,1.0,3,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,Kendall Milton (CIN),,,,,,,,1.0,0.2,0.2,0.0%,RB,,,,2.0,,,,,,,,,2.0,2,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,Reggie Gilliam (BUF),,,,,,,,11.0,0.2,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,2.0,0.0,0.0,0.0,1.0,1.0,2.0
129.0,Salvon Ahmed (IND),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,Trey Sermon (PIT),,,,,,,,3.0,0.0,0.0,1.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,Ty Chandler (MIN),,,,,,,,1.0,0.0,0.0,0.9%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,Jermar Jefferson (ARI),,,,,,,,0.0,0.0,0.0,0.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,Raheem Blackshear (FA),,,,,,,,1.0,0.0,0.0,1.4%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,DeeJay Dallas (CAR),,,,,,,,2.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,1.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,Patrick Taylor Jr. (SF),,,,,,,,0.0,0.0,0.0,1.3%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,JaMycal Hasty (MIA),,,,,,,,0.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.0,Frank Gore Jr. (BUF),,,,,,,,0.0,0.0,0.0,1.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,Deneric Prince (NE),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.0,Isaac Guerendo (SF),,,,,,,,7.0,0.0,0.0,2.9%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,Blake Watson (TEN),,,,,,,,0.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,Michael Wiley (TB),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,Carson Steele (KC),,,,,,,,0.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,Jawhar Jordan (HOU),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,Cody Schrader (JAC),,,,,,,,0.0,0.0,0.0,1.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,Jonathon Brooks (CAR),,,,,,,,0.0,0.0,0.0,0.7%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,Jordan Mims (TEN),,,,,,,,1.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,Xazavian Valladay (FA),,,,,,,,1.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,Kenny McIntosh (SEA),,,,,,,,0.0,0.0,0.0,1.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.0,Lew Nichols III (PIT),,,,,,,,2.0,0.0,0.0,1.7%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,Brady Russell (SEA),,,,,,,,11.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,Ben VanSumeren (PHI),,,,,,,,0.0,0.0,0.0,1.4%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,Carlos Washington Jr. (ATL),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0,Scott Matlock (LAC),,,,,,,,10.0,0.0,0.0,4.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,3.0,1.0,0.0,0.0,2.0,2.0,1.5
154.0,Jack Westover (NE),,,,,,,,12.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155.0,Dante Miller (NYG),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,Evan Hull (NO),,,,,,,,0.0,0.0,0.0,1.2%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,Lan Larison (NE),,,,,,,,0.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,Robbie Ouzts (SEA),,,,,,,,7.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,Ahmani Marshall (CLE),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,Lucas Scott (BAL),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,Max Hurleman (PIT),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,Rushawn Baker (NE),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.0,Deion Hankins (CHI),,,,,,,,1.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.0,Brock Lampe (NE),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.0,Kye Robichaux (DET),,,,,,,,1.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.0,Anthony Tyus III (CAR),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.0,Montrell Johnson Jr. (ARI),,,,,,,,0.0,0.0,0.0,1.3%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,Ian Wheeler (NO),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.0,Chris Collier (LV),,,,,,,,1.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.0,Colson Yankoff (WAS),,,,,,,,9.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,4.0,0.0,0.0,0.0,1.0,1.0,4.0
171.0,Kalel Mullings (TEN),,,,,,,,1.0,0.0,0.0,0.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172.0,Jordan James (SF),,,,,,,,1.0,0.0,0.0,0.9%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.0,MarShawn Lloyd (GB),,,,,,,,0.0,0.0,0.0,1.7%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,Ulysses Bentley IV (IND),,,,,,,,1.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,1.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,Keaontay Ingram (KC),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.0,Ja'Quinden Jackson (JAC),,,,,,,,0.0,0.0,0.0,1.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0,Gary Brightwell (CIN),,,,,,,,2.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.0,Sincere McCormick (ARI),,,,,,,,1.0,0.0,0.0,0.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0,Avery Williams (FA),,,,,,,,1.0,0.0,0.0,1.1%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,Jashaun Corbin (NE),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.0,Phil Mafah (DAL),,,,,,,,0.0,0.0,0.0,0.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.0,Keilan Robinson (NYJ),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.0,Elijah Mitchell (KC),,,,,,,,1.0,0.0,0.0,0.7%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
184.0,Khalil Herbert (NYJ),,,,,,,,1.0,0.0,0.0,0.6%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,Javian Hawkins (TEN),,,,,,,,0.0,0.0,0.0,0.0%,RB,,,,0.0,,,,,,,,,0.0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
