Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Position,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,ATT,YDS,Y/A,TD,SACKS,ATT.1,YDS.1,TD.1,FL,20+,TGT,REC,Y/R
38.0,Khalil Shakir (BUF),,,,,,,,11.0,72.9,6.6,83.7%,WR,,,,54.0,,,,,,,,,1.0,564,,3.0,,,5.0,0.0,1.0,7.0,71.0,54.0,10.4
39.0,Parker Washington (JAC),,,,,,,,11.0,72.6,6.6,22.8%,WR,,,,40.0,,,,,,,,,6.0,421,,3.0,,,5.0,0.0,0.0,5.0,60.0,35.0,12.0
40.0,Alec Pierce (IND),,,,,,,,9.0,67.1,7.5,41.3%,WR,,,,50.0,,,,,,,,,0.0,611,,1.0,,,0.0,0.0,0.0,11.0,54.0,29.0,21.1
41.0,Rashid Shaheed (SEA),,,,,,,,12.0,66.1,5.5,60.9%,WR,,,,87.0,,,,,,,,,6.0,529,,2.0,,,32.0,0.0,1.0,4.0,74.0,47.0,11.3
42.0,Jauan Jennings (SF),,,,,,,,10.0,65.9,6.6,84.8%,WR,,,,42.0,,,,,,,,,0.0,419,,4.0,,,0.0,0.0,1.0,6.0,63.0,37.0,11.3
43.0,Garrett Wilson (NYJ),,,,,,,,7.0,63.5,9.1,87.6%,WR,,,,33.0,,,,,,,,,0.0,395,,4.0,,,0.0,0.0,0.0,4.0,59.0,36.0,11.0
44.0,Jordan Addison (MIN),,,,,,,,8.0,60.8,7.6,84.3%,WR,,,,81.0,,,,,,,,,1.0,412,,3.0,,,16.0,0.0,0.0,7.0,53.0,28.0,14.7
45.0,Tez Johnson (TB),,,,,,,,10.0,60.1,6.0,30.7%,WR,,,,45.0,,,,,,,,,7.0,282,,5.0,,,19.0,0.0,0.0,3.0,37.0,23.0,12.3
46.0,Michael Wilson (ARI),,,,,,,,11.0,59.4,5.4,79.4%,WR,,,,50.0,,,,,,,,,0.0,534,,1.0,,,0.0,0.0,0.0,6.0,71.0,47.0,11.4
47.0,Jakobi Meyers (JAC),,,,,,,,10.0,56.7,5.7,76.8%,WR,,,,45.0,,,,,,,,,0.0,507,,1.0,,,0.0,0.0,0.0,7.0,64.0,45.0,11.3
48.0,DeMario Douglas (NE),,,,,,,,12.0,56.5,4.7,12.9%,WR,,,,58.0,,,,,,,,,6.0,369,,3.0,,,16.0,0.0,0.0,6.0,36.0,24.0,15.4
49.0,Brian Thomas Jr. (JAC),,,,,,,,8.0,55.6,7.0,91.4%,WR,,,,46.0,,,,,,,,,2.0,420,,1.0,,,16.0,1.0,0.0,7.0,60.0,30.0,14.0
50.0,Tyquan Thornton (KC),,,,,,,,12.0,55.2,4.6,1.6%,WR,,,,61.0,,,,,,,,,0.0,372,,3.0,,,0.0,0.0,0.0,9.0,31.0,15.0,24.8
51.0,Xavier Worthy (KC),,,,,,,,10.0,54.7,5.5,87.1%,WR,,,,42.0,,,,,,,,,9.0,401,,1.0,,,86.0,0.0,0.0,5.0,59.0,35.0,11.5
52.0,Christian Watson (GB),,,,,,,,6.0,54.6,9.1,37.1%,WR,,,,52.0,,,,,,,,,1.0,363,,3.0,,,3.0,0.0,0.0,6.0,34.0,21.0,17.3
53.0,Mack Hollins (NE),,,,,,,,12.0,54.1,4.5,3.9%,WR,,,,54.0,,,,,,,,,1.0,417,,2.0,,,4.0,0.0,0.0,6.0,44.0,32.0,13.0
54.0,Jayden Higgins (HOU),,,,,,,,11.0,53.4,4.9,35.7%,WR,,,,28.0,,,,,,,,,0.0,294,,4.0,,,0.0,0.0,0.0,4.0,45.0,27.0,10.9
55.0,Tory Horton (SEA),,,,,,,,8.0,52.1,6.5,4.9%,WR,,,,25.0,,,,,,,,,0.0,161,,5.0,,,0.0,0.0,0.0,3.0,22.0,13.0,12.4
56.0,Chimere Dike (TEN),,,,,,,,11.0,50.9,4.6,24.4%,WR,,,,38.0,,,,,,,,,8.0,252,,2.0,,,17.0,0.0,0.0,3.0,43.0,28.0,9.0
57.0,Keon Coleman (BUF),,,,,,,,9.0,49.0,5.4,40.8%,WR,,,,35.0,,,,,,,,,0.0,330,,3.0,,,0.0,0.0,1.0,4.0,49.0,32.0,10.3
58.0,Josh Downs (IND),,,,,,,,10.0,48.6,4.9,58.5%,WR,,,,29.0,,,,,,,,,0.0,326,,3.0,,,0.0,0.0,1.0,1.0,54.0,38.0,8.6
59.0,Kendrick Bourne (SF),,,,,,,,11.0,48.2,4.4,4.9%,WR,,,,56.0,,,,,,,,,0.0,482,,0.0,,,0.0,0.0,0.0,4.0,42.0,31.0,15.5
60.0,Andrei Iosivas (CIN),,,,,,,,12.0,48.0,4.0,19.9%,WR,,,,37.0,,,,,,,,,3.0,346,,2.0,,,14.0,0.0,0.0,6.0,44.0,24.0,14.4
61.0,Jalen Nailor (MIN),,,,,,,,11.0,47.3,4.3,2.7%,WR,,,,62.0,,,,,,,,,1.0,318,,2.0,,,15.0,0.0,0.0,6.0,38.0,20.0,15.9
62.0,Malik Washington (MIA),,,,,,,,11.0,47.2,4.3,16.1%,WR,,,,28.0,,,,,,,,,13.0,234,,2.0,,,78.0,0.0,1.0,1.0,47.0,33.0,7.1
63.0,Xavier Legette (CAR),,,,,,,,10.0,46.6,4.7,15.0%,WR,,,,36.0,,,,,,,,,1.0,286,,3.0,,,0.0,0.0,0.0,6.0,51.0,27.0,10.6
64.0,Cooper Kupp (SEA),,,,,,,,10.0,46.4,4.6,61.6%,WR,,,,67.0,,,,,,,,,0.0,414,,1.0,,,0.0,0.0,0.0,5.0,46.0,31.0,13.4
65.0,Xavier Hutchinson (HOU),,,,,,,,11.0,45.8,4.2,1.6%,WR,,,,30.0,,,,,,,,,2.0,264,,3.0,,,14.0,0.0,0.0,4.0,34.0,24.0,11.0
66.0,Elic Ayomanor (TEN),,,,,,,,10.0,45.4,4.5,15.0%,WR,,,,33.0,,,,,,,,,0.0,334,,2.0,,,0.0,0.0,0.0,5.0,59.0,28.0,11.9
67.0,Greg Dortch (ARI),,,,,,,,11.0,44.7,4.1,6.1%,WR,,,,39.0,,,,,,,,,7.0,192,,3.0,,,15.0,1.0,0.0,1.0,31.0,27.0,7.1
68.0,Jerry Jeudy (CLE),,,,,,,,11.0,43.5,4.0,73.9%,WR,,,,39.0,,,,,,,,,0.0,395,,1.0,,,0.0,0.0,1.0,5.0,76.0,32.0,12.3
69.0,Dontayvion Wicks (GB),,,,,,,,10.0,43.3,4.3,2.7%,WR,,,,30.0,,,,,,,,,1.0,307,,2.0,,,6.0,0.0,0.0,3.0,41.0,26.0,11.8
70.0,Sterling Shepard (TB),,,,,,,,11.0,42.0,3.8,3.3%,WR,,,,36.0,,,,,,,,,4.0,361,,1.0,,,19.0,0.0,1.0,5.0,50.0,37.0,9.8
71.0,Luke McCaffrey (WAS),,,,,,,,9.0,40.3,4.5,2.1%,WR,,,,50.0,,,,,,,,,0.0,203,,3.0,,,0.0,0.0,0.0,3.0,15.0,11.0,18.5
72.0,Calvin Austin III (PIT),,,,,,,,9.0,39.8,4.4,11.2%,WR,,,,30.0,,,,,,,,,0.0,278,,2.0,,,0.0,0.0,0.0,3.0,42.0,26.0,10.7
73.0,Malik Nabers (NYG),,,,,,,,4.0,39.1,9.8,29.7%,WR,,,,48.0,,,,,,,,,0.0,271,,2.0,,,0.0,0.0,0.0,5.0,35.0,18.0,15.1
74.0,Marvin Mims Jr. (DEN),,,,,,,,10.0,39.0,3.9,28.5%,WR,,,,31.0,,,,,,,,,8.0,234,,1.0,,,56.0,1.0,1.0,5.0,32.0,22.0,10.6
75.0,Ryan Flournoy (DAL),,,,,,,,11.0,37.9,3.4,0.8%,WR,,,,46.0,,,,,,,,,4.0,234,,2.0,,,25.0,0.0,0.0,2.0,29.0,20.0,11.7
76.0,DeAndre Hopkins (BAL),,,,,,,,12.0,37.7,3.1,4.4%,WR,,,,41.0,,,,,,,,,0.0,257,,2.0,,,0.0,0.0,0.0,4.0,29.0,17.0,15.1
77.0,Luther Burden III (CHI),,,,,,,,10.0,37.6,3.8,12.4%,WR,,,,65.0,,,,,,,,,3.0,295,,1.0,,,21.0,0.0,0.0,5.0,28.0,22.0,13.4
78.0,KaVontae Turpin (DAL),,,,,,,,10.0,36.3,3.6,3.5%,WR,,,,48.0,,,,,,,,,12.0,260,,1.0,,,63.0,0.0,1.0,3.0,28.0,19.0,13.7
79.0,JuJu Smith-Schuster (KC),,,,,,,,12.0,35.9,3.0,1.8%,WR,,,,30.0,,,,,,,,,0.0,299,,1.0,,,0.0,0.0,0.0,3.0,33.0,26.0,11.5
80.0,Travis Hunter (JAC),,,,,,,,7.0,35.8,5.1,74.6%,WR,,,,44.0,,,,,,,,,1.0,298,,1.0,,,0.0,0.0,0.0,5.0,45.0,28.0,10.6
81.0,Darnell Mooney (ATL),,,,,,,,9.0,35.8,4.0,62.2%,WR,,,,49.0,,,,,,,,,0.0,298,,1.0,,,0.0,0.0,0.0,4.0,45.0,19.0,15.7
82.0,Darius Slayton (NYG),,,,,,,,9.0,34.6,3.8,32.9%,WR,,,,52.0,,,,,,,,,0.0,366,,0.0,,,0.0,0.0,1.0,5.0,36.0,24.0,15.3
83.0,Olamide Zaccheaus (CHI),,,,,,,,11.0,33.9,3.1,2.4%,WR,,,,16.0,,,,,,,,,4.0,254,,1.0,,,25.0,0.0,0.0,0.0,51.0,33.0,7.7
84.0,Rashod Bateman (BAL),,,,,,,,10.0,33.4,3.3,14.0%,WR,,,,36.0,,,,,,,,,0.0,194,,2.0,,,0.0,0.0,0.0,3.0,32.0,16.0,12.1
85.0,Matthew Golden (GB),,,,,,,,9.0,33.1,3.7,39.6%,WR,,,,46.0,,,,,,,,,8.0,286,,0.0,,,45.0,0.0,0.0,6.0,32.0,24.0,11.9
86.0,Ricky Pearsall (SF),,,,,,,,7.0,33.1,4.7,73.2%,WR,,,,45.0,,,,,,,,,2.0,333,,0.0,,,-2.0,0.0,0.0,6.0,35.0,23.0,14.5
87.0,Tyreek Hill (MIA),,,,,,,,4.0,32.5,8.1,47.9%,WR,,,,47.0,,,,,,,,,0.0,265,,1.0,,,0.0,0.0,0.0,4.0,29.0,21.0,12.6
88.0,Dyami Brown (JAC),,,,,,,,10.0,30.5,3.1,2.0%,WR,,,,39.0,,,,,,,,,5.0,219,,1.0,,,26.0,0.0,0.0,2.0,36.0,19.0,11.5
89.0,Calvin Ridley (TEN),,,,,,,,7.0,30.3,4.3,29.3%,WR,,,,47.0,,,,,,,,,0.0,303,,0.0,,,0.0,0.0,0.0,7.0,36.0,17.0,17.8
90.0,Cedric Tillman (CLE),,,,,,,,7.0,29.4,4.2,10.9%,WR,,,,26.0,,,,,,,,,0.0,174,,2.0,,,0.0,0.0,0.0,3.0,31.0,17.0,10.2
91.0,Pat Bryant (DEN),,,,,,,,11.0,29.1,2.6,2.1%,WR,,,,48.0,,,,,,,,,0.0,231,,1.0,,,0.0,0.0,0.0,3.0,25.0,15.0,15.4
92.0,Jaylin Noel (HOU),,,,,,,,11.0,28.2,2.6,2.3%,WR,,,,44.0,,,,,,,,,4.0,213,,1.0,,,9.0,0.0,0.0,5.0,27.0,20.0,10.7
93.0,Isaac TeSlaa (DET),,,,,,,,12.0,28.0,2.3,2.3%,WR,,,,29.0,,,,,,,,,0.0,100,,3.0,,,0.0,0.0,0.0,1.0,11.0,6.0,16.7
94.0,Joshua Palmer (BUF),,,,,,,,8.0,27.2,3.4,5.5%,WR,,,,45.0,,,,,,,,,0.0,272,,0.0,,,0.0,0.0,0.0,4.0,29.0,18.0,15.1
95.0,Jaylin Lane (WAS),,,,,,,,11.0,27.2,2.5,1.1%,WR,,,,41.0,,,,,,,,,1.0,225,,0.0,,,7.0,0.0,1.0,3.0,30.0,16.0,14.1
96.0,Tyler Lockett (LV),,,,,,,,11.0,26.9,2.4,4.8%,WR,,,,33.0,,,,,,,,,0.0,209,,0.0,,,0.0,0.0,0.0,1.0,36.0,22.0,9.5
97.0,Roman Wilson (PIT),,,,,,,,11.0,26.6,2.4,1.4%,WR,,,,45.0,,,,,,,,,0.0,166,,2.0,,,0.0,0.0,1.0,3.0,20.0,12.0,13.8
98.0,Terry McLaurin (WAS),,,,,,,,4.0,26.3,6.6,85.5%,WR,,,,56.0,,,,,,,,,0.0,203,,1.0,,,0.0,0.0,0.0,2.0,21.0,13.0,15.6
99.0,Chris Moore (WAS),,,,,,,,10.0,26.1,2.6,0.9%,WR,,,,44.0,,,,,,,,,1.0,192,,1.0,,,9.0,0.0,0.0,3.0,22.0,10.0,19.2
100.0,Van Jefferson (TEN),,,,,,,,11.0,26.0,2.4,0.9%,WR,,,,23.0,,,,,,,,,0.0,200,,1.0,,,0.0,0.0,0.0,4.0,34.0,18.0,11.1
101.0,Christian Kirk (HOU),,,,,,,,7.0,25.8,3.7,24.8%,WR,,,,47.0,,,,,,,,,0.0,198,,1.0,,,0.0,0.0,0.0,2.0,37.0,21.0,9.4
102.0,Jahan Dotson (PHI),,,,,,,,11.0,25.4,2.3,1.2%,WR,,,,51.0,,,,,,,,,0.0,194,,1.0,,,0.0,0.0,0.0,4.0,18.0,10.0,19.4
103.0,Jalen Tolbert (DAL),,,,,,,,11.0,25.2,2.3,1.7%,WR,,,,35.0,,,,,,,,,0.0,172,,1.0,,,0.0,0.0,0.0,2.0,25.0,14.0,12.3
104.0,Tyler Johnson (NYJ),,,,,,,,9.0,24.7,2.7,0.6%,WR,,,,35.0,,,,,,,,,0.0,187,,1.0,,,0.0,0.0,0.0,5.0,16.0,10.0,18.7
105.0,John Metchie III (NYJ),,,,,,,,10.0,24.4,2.4,8.3%,WR,,,,22.0,,,,,,,,,1.0,131,,2.0,,,-7.0,0.0,0.0,1.0,15.0,14.0,9.4
106.0,Tyrell Shavers (BUF),,,,,,,,11.0,23.2,2.1,1.7%,WR,,,,43.0,,,,,,,,,0.0,172,,1.0,,,0.0,0.0,0.0,4.0,17.0,11.0,15.6
107.0,Kalif Raymond (DET),,,,,,,,11.0,22.9,2.1,0.6%,WR,,,,30.0,,,,,,,,,2.0,150,,0.0,,,19.0,0.0,0.0,1.0,19.0,15.0,10.0
108.0,Tutu Atwell (LAR),,,,,,,,6.0,22.4,3.7,1.5%,WR,,,,88.0,,,,,,,,,0.0,164,,1.0,,,0.0,0.0,0.0,3.0,9.0,4.0,41.0
109.0,Mitch Tinsley (CIN),,,,,,,,12.0,22.0,1.8,0.7%,WR,,,,27.0,,,,,,,,,0.0,100,,2.0,,,0.0,0.0,0.0,1.0,21.0,7.0,14.3
110.0,Devontez Walker (BAL),,,,,,,,7.0,21.0,3.0,0.6%,WR,,,,34.0,,,,,,,,,0.0,90,,2.0,,,0.0,0.0,0.0,3.0,6.0,4.0,22.5
111.0,Hunter Renfrow (CAR),,,,,,,,6.0,20.9,3.5,1.0%,WR,,,,15.0,,,,,,,,,0.0,89,,2.0,,,0.0,0.0,0.0,0.0,26.0,15.0,5.9
112.0,Tim Patrick (JAC),,,,,,,,10.0,20.3,2.0,1.1%,WR,,,,26.0,,,,,,,,,0.0,83,,2.0,,,0.0,0.0,0.0,2.0,14.0,7.0,11.9
113.0,Mike Evans (TB),,,,,,,,4.0,20.0,5.0,69.7%,WR,,,,22.0,,,,,,,,,0.0,140,,1.0,,,0.0,0.0,0.0,1.0,31.0,14.0,10.0
114.0,Isaiah Bond (CLE),,,,,,,,10.0,19.8,2.0,1.4%,WR,,,,52.0,,,,,,,,,2.0,181,,0.0,,,17.0,0.0,0.0,3.0,33.0,13.0,13.9
115.0,Tre Harris (LAC),,,,,,,,11.0,19.7,1.8,4.1%,WR,,,,24.0,,,,,,,,,0.0,137,,1.0,,,0.0,0.0,0.0,1.0,20.0,16.0,8.6
116.0,Elijah Moore (FA),,,,,,,,9.0,19.6,2.2,0.6%,WR,,,,31.0,,,,,,,,,6.0,112,,0.0,,,24.0,1.0,0.0,3.0,17.0,9.0,12.4
117.0,Adonai Mitchell (NYJ),,,,,,,,10.0,18.4,1.8,3.8%,WR,,,,75.0,,,,,,,,,0.0,204,,0.0,,,0.0,0.0,1.0,2.0,29.0,12.0,17.0
118.0,Zay Jones (ARI),,,,,,,,8.0,18.3,2.3,0.6%,WR,,,,43.0,,,,,,,,,0.0,183,,0.0,,,0.0,0.0,0.0,4.0,18.0,12.0,15.3
119.0,Demarcus Robinson (SF),,,,,,,,9.0,18.3,2.0,1.1%,WR,,,,31.0,,,,,,,,,0.0,163,,0.0,,,0.0,0.0,0.0,2.0,24.0,13.0,12.5
120.0,Jalen Coker (CAR),,,,,,,,6.0,17.0,2.8,4.8%,WR,,,,22.0,,,,,,,,,0.0,150,,0.0,,,0.0,0.0,0.0,2.0,19.0,14.0,10.7
121.0,Kyle Williams (NE),,,,,,,,12.0,16.8,1.4,2.8%,WR,,,,72.0,,,,,,,,,1.0,110,,1.0,,,-2.0,0.0,0.0,1.0,12.0,4.0,27.5
122.0,Brandin Cooks (BUF),,,,,,,,10.0,16.5,1.7,2.4%,WR,,,,21.0,,,,,,,,,0.0,165,,0.0,,,0.0,0.0,0.0,2.0,25.0,19.0,8.7
123.0,Isaiah Hodgins (NYG),,,,,,,,2.0,15.9,8.0,2.5%,WR,,,,30.0,,,,,,,,,0.0,99,,1.0,,,0.0,0.0,0.0,2.0,12.0,7.0,14.1
124.0,Jordan Whittington (LAR),,,,,,,,11.0,15.9,1.4,1.4%,WR,,,,40.0,,,,,,,,,3.0,147,,0.0,,,12.0,0.0,0.0,2.0,21.0,16.0,9.2
125.0,Devaughn Vele (NO),,,,,,,,10.0,15.1,1.5,1.3%,WR,,,,15.0,,,,,,,,,0.0,91,,1.0,,,0.0,0.0,0.0,0.0,20.0,9.0,10.1
126.0,Ashton Dulin (IND),,,,,,,,10.0,15.0,1.5,0.0%,WR,,,,48.0,,,,,,,,,3.0,106,,0.0,,,44.0,0.0,0.0,3.0,8.0,5.0,21.2
127.0,Savion Williams (GB),,,,,,,,11.0,14.6,1.3,0.7%,WR,,,,33.0,,,,,,,,,9.0,78,,1.0,,,28.0,0.0,1.0,1.0,10.0,10.0,7.8
128.0,Curtis Samuel (BUF),,,,,,,,6.0,14.1,2.4,1.1%,WR,,,,21.0,,,,,,,,,0.0,81,,1.0,,,0.0,0.0,0.0,2.0,9.0,7.0,11.6
129.0,Gunner Olszewski (NYG),,,,,,,,12.0,13.7,1.1,0.1%,WR,,,,24.0,,,,,,,,,0.0,24,,1.0,,,0.0,0.0,0.0,1.0,3.0,1.0,24.0
130.0,Kameron Johnson (TB),,,,,,,,11.0,13.7,1.2,0.2%,WR,,,,34.0,,,,,,,,,2.0,64,,1.0,,,13.0,0.0,0.0,1.0,6.0,4.0,16.0
131.0,Brycen Tremayne (CAR),,,,,,,,11.0,13.3,1.2,0.0%,WR,,,,26.0,,,,,,,,,0.0,133,,0.0,,,0.0,0.0,0.0,2.0,15.0,12.0,11.1
132.0,Jimmy Horn Jr. (CAR),,,,,,,,8.0,12.1,1.5,0.6%,WR,,,,34.0,,,,,,,,,7.0,77,,0.0,,,44.0,0.0,0.0,1.0,11.0,7.0,11.0
133.0,Josh Reynolds (NYJ),,,,,,,,5.0,12.1,2.4,2.2%,WR,,,,13.0,,,,,,,,,0.0,101,,0.0,,,0.0,0.0,0.0,0.0,21.0,11.0,9.2
134.0,Cody White (SEA),,,,,,,,5.0,12.0,2.4,0.0%,WR,,,,60.0,,,,,,,,,0.0,60,,1.0,,,0.0,0.0,0.0,1.0,2.0,1.0,60.0
135.0,Ben Skowronek (PIT),,,,,,,,11.0,11.6,1.1,0.1%,WR,,,,22.0,,,,,,,,,0.0,56,,1.0,,,0.0,0.0,0.0,2.0,4.0,3.0,18.7
136.0,Allen Lazard (NYJ),,,,,,,,7.0,11.4,1.6,0.8%,WR,,,,9.0,,,,,,,,,0.0,54,,1.0,,,0.0,0.0,0.0,0.0,14.0,8.0,6.8
137.0,Dont'e Thornton Jr. (LV),,,,,,,,10.0,11.2,1.1,2.4%,WR,,,,36.0,,,,,,,,,0.0,112,,0.0,,,0.0,0.0,0.0,3.0,23.0,7.0,16.0
138.0,David Sills V (ATL),,,,,,,,11.0,11.0,1.0,0.1%,WR,,,,12.0,,,,,,,,,0.0,50,,1.0,,,0.0,0.0,0.0,0.0,12.0,6.0,8.3
139.0,Jamari Thrash (CLE),,,,,,,,9.0,10.7,1.2,0.6%,WR,,,,23.0,,,,,,,,,0.0,107,,0.0,,,0.0,0.0,0.0,3.0,15.0,10.0,10.7
140.0,Isaiah Williams (NYJ),,,,,,,,9.0,10.6,1.2,0.4%,WR,,,,15.0,,,,,,,,,2.0,37,,0.0,,,29.0,0.0,1.0,0.0,9.0,5.0,7.4
141.0,Tylan Wallace (BAL),,,,,,,,11.0,10.5,1.0,0.6%,WR,,,,15.0,,,,,,,,,0.0,45,,1.0,,,0.0,0.0,0.0,0.0,8.0,4.0,11.3
142.0,Jayden Reed (GB),,,,,,,,2.0,10.5,5.3,39.9%,WR,,,,26.0,,,,,,,,,0.0,45,,1.0,,,0.0,0.0,0.0,1.0,5.0,3.0,15.0
143.0,Malachi Corley (CLE),,,,,,,,7.0,10.2,1.5,1.1%,WR,,,,17.0,,,,,,,,,5.0,34,,0.0,,,68.0,0.0,0.0,0.0,6.0,5.0,6.8
144.0,Konata Mumpfield (LAR),,,,,,,,11.0,9.7,0.9,1.0%,WR,,,,14.0,,,,,,,,,0.0,37,,1.0,,,0.0,0.0,0.0,0.0,7.0,4.0,9.3
145.0,Ryan Miller (TB),,,,,,,,11.0,9.4,0.9,1.0%,WR,,,,20.0,,,,,,,,,0.0,34,,1.0,,,0.0,0.0,0.0,1.0,4.0,2.0,17.0
146.0,Casey Washington (ATL),,,,,,,,7.0,9.4,1.3,0.0%,WR,,,,25.0,,,,,,,,,0.0,94,,0.0,,,0.0,0.0,0.0,1.0,14.0,6.0,15.7
147.0,Jack Bech (LV),,,,,,,,11.0,9.2,0.8,2.7%,WR,,,,23.0,,,,,,,,,0.0,92,,0.0,,,0.0,0.0,0.0,1.0,12.0,8.0,11.5
148.0,Adam Thielen (MIN),,,,,,,,11.0,8.9,0.8,5.4%,WR,,,,19.0,,,,,,,,,0.0,69,,0.0,,,0.0,0.0,0.0,0.0,18.0,8.0,8.6
149.0,Nick Westbrook-Ikhine (MIA),,,,,,,,11.0,8.9,0.8,1.1%,WR,,,,18.0,,,,,,,,,0.0,89,,0.0,,,0.0,0.0,0.0,0.0,19.0,11.0,8.1
150.0,Malik Heath (GB),,,,,,,,11.0,8.6,0.8,0.6%,WR,,,,37.0,,,,,,,,,0.0,86,,0.0,,,0.0,0.0,0.0,1.0,7.0,6.0,14.3
151.0,Xavier Smith (LAR),,,,,,,,10.0,8.5,0.9,0.6%,WR,,,,36.0,,,,,,,,,0.0,85,,0.0,,,0.0,0.0,0.0,1.0,10.0,7.0,12.1
152.0,Treylon Burks (WAS),,,,,,,,2.0,7.2,3.6,0.6%,WR,,,,37.0,,,,,,,,,0.0,72,,0.0,,,0.0,0.0,0.0,1.0,4.0,4.0,18.0
153.0,Ray-Ray McCloud III (NYG),,,,,,,,6.0,6.9,1.2,0.9%,WR,,,,24.0,,,,,,,,,0.0,69,,0.0,,,0.0,0.0,0.0,1.0,15.0,7.0,9.9
154.0,Skyy Moore (SF),,,,,,,,12.0,6.5,0.5,1.9%,WR,,,,21.0,,,,,,,,,1.0,64,,0.0,,,1.0,0.0,0.0,1.0,6.0,4.0,16.0
155.0,Bo Melton (GB),,,,,,,,11.0,6.3,0.6,1.5%,WR,,,,18.0,,,,,,,,,4.0,28,,0.0,,,35.0,0.0,0.0,0.0,6.0,2.0,14.0
156.0,Gabe Davis (BUF),,,,,,,,2.0,6.2,3.1,1.1%,WR,,,,22.0,,,,,,,,,0.0,62,,0.0,,,0.0,0.0,0.0,2.0,6.0,4.0,15.5
157.0,Chris Godwin Jr. (TB),,,,,,,,3.0,6.1,2.0,65.5%,WR,,,,13.0,,,,,,,,,0.0,61,,0.0,,,0.0,0.0,0.0,0.0,18.0,8.0,7.6
158.0,Charlie Jones (CIN),,,,,,,,12.0,6.0,0.5,0.8%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159.0,Arian Smith (NYJ),,,,,,,,11.0,5.8,0.5,0.7%,WR,,,,23.0,,,,,,,,,3.0,47,,0.0,,,11.0,0.0,0.0,1.0,10.0,6.0,7.8
160.0,Lil'Jordan Humphrey (DEN),,,,,,,,4.0,5.5,1.4,0.7%,WR,,,,34.0,,,,,,,,,0.0,55,,0.0,,,0.0,0.0,0.0,1.0,10.0,4.0,13.8
161.0,Robbie Chosen (FA),,,,,,,,3.0,5.3,1.8,0.0%,WR,,,,17.0,,,,,,,,,0.0,53,,0.0,,,0.0,0.0,0.0,0.0,9.0,5.0,10.6
162.0,Dareke Young (SEA),,,,,,,,6.0,4.8,0.8,0.0%,WR,,,,36.0,,,,,,,,,0.0,48,,0.0,,,0.0,0.0,0.0,1.0,2.0,2.0,24.0
163.0,Austin Trammell (JAC),,,,,,,,4.0,4.6,1.2,0.0%,WR,,,,18.0,,,,,,,,,0.0,46,,0.0,,,0.0,0.0,0.0,0.0,6.0,3.0,15.3
164.0,James Proche II (TEN),,,,,,,,3.0,4.2,1.4,0.0%,WR,,,,23.0,,,,,,,,,0.0,42,,0.0,,,0.0,0.0,0.0,1.0,3.0,3.0,14.0
165.0,Dee Eskridge (MIA),,,,,,,,9.0,4.2,0.5,0.0%,WR,,,,40.0,,,,,,,,,0.0,62,,0.0,,,0.0,0.0,1.0,1.0,7.0,4.0,15.5
166.0,Marquez Valdes-Scantling (PIT),,,,,,,,5.0,4.0,0.8,0.6%,WR,,,,19.0,,,,,,,,,0.0,40,,0.0,,,0.0,0.0,0.0,0.0,8.0,4.0,10.0
167.0,Braxton Berrios (HOU),,,,,,,,4.0,3.7,0.9,0.6%,WR,,,,14.0,,,,,,,,,0.0,37,,0.0,,,0.0,0.0,0.0,0.0,8.0,6.0,6.2
168.0,Noah Brown (WAS),,,,,,,,2.0,3.6,1.8,0.8%,WR,,,,18.0,,,,,,,,,0.0,36,,0.0,,,0.0,0.0,0.0,0.0,7.0,3.0,12.0
169.0,Tom Kennedy (DET),,,,,,,,1.0,3.6,3.6,0.0%,WR,,,,23.0,,,,,,,,,0.0,36,,0.0,,,0.0,0.0,0.0,1.0,4.0,4.0,9.0
170.0,Jalin Hyatt (NYG),,,,,,,,7.0,3.5,0.5,0.9%,WR,,,,14.0,,,,,,,,,0.0,35,,0.0,,,0.0,0.0,0.0,0.0,13.0,5.0,7.0
171.0,Mason Tipton (NO),,,,,,,,9.0,3.3,0.4,0.7%,WR,,,,9.0,,,,,,,,,1.0,22,,0.0,,,11.0,0.0,0.0,0.0,6.0,3.0,7.3
172.0,Nikko Remigio (KC),,,,,,,,12.0,3.2,0.3,0.6%,WR,,,,21.0,,,,,,,,,1.0,21,,0.0,,,11.0,0.0,0.0,1.0,1.0,1.0,21.0
173.0,KhaDarel Hodge (ATL),,,,,,,,10.0,3.1,0.3,0.7%,WR,,,,16.0,,,,,,,,,0.0,31,,0.0,,,0.0,0.0,0.0,0.0,10.0,3.0,10.3
174.0,Justin Watson (HOU),,,,,,,,2.0,3.0,1.5,1.8%,WR,,,,15.0,,,,,,,,,0.0,30,,0.0,,,0.0,0.0,0.0,0.0,4.0,3.0,10.0
175.0,Xavier Restrepo (TEN),,,,,,,,1.0,2.6,2.6,0.8%,WR,,,,14.0,,,,,,,,,0.0,26,,0.0,,,0.0,0.0,0.0,0.0,6.0,2.0,13.0
